"appTitle","appId","appGenre","userName","date","score","reviewTitle","text","replyDate","replyText"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Dorothy Jeffries","June 19, 2019",5,"i love","9a95549ddcd8f34997eda31797db9b92","5d0aa2d42ed3c17d380956e1"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Grace Tarrant","June 19, 2019",5,"very easy to find things!!!","f648debf6afa937ceab5730ef693ffe4","5d0aa2d42ed3c17d380956e2"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","DrawingWiffWaffles","June 19, 2019",5,"Omg!!Firstly,i was stuck on Ebay and due to my tours in different countries...ebay has restrictions and mostly china quality things...which are as u know having short life span...and i can't believe Amazon...worldwide...good quality..and 100%less price than ebay...i mean it's like chocolates 4 free.. I LOVE AMAZON!!!!😘😘","6984f5c7026253dfaac50419f2561ecc","5d0aa2d42ed3c17d380956e3"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Kaye Wood","June 19, 2019",5,"Always receive orders quickly!!","f2aa90be75db8e6be526a5696bd15637","5d0aa2d42ed3c17d380956e4"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Mr. Bruce Arkwright, Jr.","June 19, 2019",1,"Just because the item says free shipping and you choose free shipping on the order, does not mean you're going to get free shipping!!! Amazon charged me three times in a row, three different orders all got shipping charges on free shipping items!!!! then the bastards lied to you on top of it....STOP SHOPPING AT AMAZON","16baef7ee4cb8ee5d02310b15d3dcfd2","5d0aa2d42ed3c17d380956e5"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Brian","June 19, 2019",5,"You just can't live without Amazon, anything I need they can deliver it, sometimes on the same day. If you order just after midnight.","740a8376eb41d7deb72a0e970a9bb87b","5d0aa2d42ed3c17d380956e6"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Tywanda Moore","June 19, 2019",5,"I love Amazon","1ae3a154a9bda15b7ee7828d0c83df6b","5d0aa2d42ed3c17d380956e7"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Venkateswarlu Vallapaneni","June 19, 2019",5,"geart app.","1136de1eb2242d22b82971fd690bdc09","5d0aa2d42ed3c17d380956e8"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Shelly A harvell","June 19, 2019",5,"excellent,love Amazon products,they are awesome. I'm a valued customer for life. from Shelly Harvell","360350a0f3616178b090eaca39ac5961","5d0aa2d42ed3c17d380956e9"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Soutrik Das","June 19, 2019",3,"Amazon app offers no improvement in functionality over browser. The inability to sort by price or other filters is extremely frustrating. Amazon seems to think that customers prefer the 'featured' result, and blocks out all attempts to sort by price, no. of stars etc. They are mistaken. I often give up shopping on Amazon due to my frustrations with their policies and end up buying from Best Buy or other retailers.","7d15e20351bef418d0e1635c8b7a2e9e","5d0aa2d42ed3c17d380956ea"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Marian Velniciuc","June 19, 2019",5,"Good","8a893334376d38f1716c538f26c73c52","5d0aa2d42ed3c17d380956eb"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Alexander Chen","June 19, 2019",1,"has autoplay videos. uses alot of data.","87ec983b7502a486b9d8c74e581a16fb","5d0aa2d42ed3c17d380956ec"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Pedro Urbano","June 19, 2019",5,"my we to rf the f my rfgo rbrftv","55c8c437adbfe7972c00520be92e088a","5d0aa2d42ed3c17d380956ed"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Charl Ferguson","June 19, 2019",4,"It's really buggy and difficult to navigate.","6081587f23ff3881c745c815d8689f26","5d0aa2d42ed3c17d380956ee"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Cheyenne Eden","June 19, 2019",5,"best app","6ac92a048b6074e525b6cb57c8bb7f8e","5d0aa2d42ed3c17d380956ef"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Adrienne Long","June 19, 2019",5,"Return an item","96863754d2357169ccc0e7cb66c985a3","5d0aa2d42ed3c17d380956f0"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Amanda Petrillo","June 19, 2019",4,"Wish they'd make an Amazon Smile app. Sometimes I mistakenly make purchases on my regular Amazon account, which does not help support charities, as opposed to my Amazon Smile account, which does support charaties. PLEASE make an Amazon Smile app!!! Other than that, the app works fine.","e3a5ecad4b71a42e03cfff98d991132e","5d0aa2d42ed3c17d380956f1"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Lupe Mccoy","June 19, 2019",5,"great service","f981283227b6db347c402e2f670478c1","5d0aa2d42ed3c17d380956f2"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Wayne Torrey","June 19, 2019",1,"dreadfully slow app confirmed over multiple devices. makes shopping painful and practically impossible","2605bf14bbb5a013dd6b0cbd1faa1e9e","5d0aa2d42ed3c17d380956f3"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Katarzyna Qasim","June 19, 2019",5,"very good","52ac5003288f645f71dbfcdbbe1cc358","5d0aa2d42ed3c17d380956f4"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Achilleas Achilleos","June 19, 2019",5,"amazing, works great","2b5c1b4bd536f6bef7b4ca798c05a4fb","5d0aa2d42ed3c17d380956f5"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Naomi Mulholland","June 19, 2019",1,"The App works fine, the problem is Amazon i have had an account for years however i recently tried to update my payment method with new card details and it said the card was not supported even though it was from popular banks companies. On reporting this to the help team they were very dismissive and ended the chat saying the problem was resolved when it still isnt.","ff651e930380ea919b51b5c4ed3e035b","5d0aa2d42ed3c17d380956f6"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","goatgod 4","June 19, 2019",5,"good","9ab37b1d803a994157e931804a1ec861","5d0aa2d42ed3c17d380956f7"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Alis Be","June 19, 2019",2,"Please fix your app. I'm tired of being ejected from a really detailed review I spent a lot of time on just because you can't seem to recover from the Pixel 3's onboard camera app when I want to snap a picture of the item. Don't just ship it broken. Remove the option if it isn't freaking working right or add a clause in your logic to save the freaking review if the user backgrounds your app. Good ux programming is not hard, guys.","a83753a7261bcd672319a18faf00c66a","5d0aa2d42ed3c17d380956f8"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Mitchell Martinez","June 19, 2019",5,"wonderful","8ddd6ace64e4225c2eed9e936172c2e1","5d0aa2d42ed3c17d380956f9"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Walid Abid","June 19, 2019",2,"well actuall","7828432216e6f2188d4e761e449c5ecd","5d0aa2d42ed3c17d380956fa"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Debbie Glenn","June 19, 2019",5,"Awesome","29037bd595b0a0fd4c79d42ad7aaba21","5d0aa2d42ed3c17d380956fb"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Zeeshan Khan","June 19, 2019",5,"fit","dc2a59027cd4c5aa879fbe32c5620e7e","5d0aa2d42ed3c17d380956fc"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Amanda Mata","June 19, 2019",5,"I love Amazon 💙","a957fea1ee18d2322cb1339e00d822ac","5d0aa2d42ed3c17d380956fd"
"Amazon Shopping","com.amazon.mShop.android.shopping","SHOPPING","_by_worst_battery","Brendan Riggs","June 19, 2019",4,"its great😁","3d1f2415668f858ad0bb321f5e7e92f3","5d0aa2d42ed3c17d380956fe"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Sandra Powell","June 19, 2019",4,"no","da1eb6602cc341733991ca9a32aa200c","5d0aa2d62ed3c17d38095700"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Renee Davison","June 19, 2019",4,"great","528b8d39f9aa442f2590291ee41bac51","5d0aa2d62ed3c17d38095701"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Nazarana ptel","June 19, 2019",5,"nazar","05125ea026e2237eaf2b0744d162e4f2","5d0aa2d62ed3c17d38095702"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Leehana lia","June 19, 2019",5,"me En kanta fb","9846d5f077f500736d5df5e8015e40c0","5d0aa2d62ed3c17d38095703"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Racheal Nuako","June 19, 2019",5,"very good","5411d1e9442ca2b0638a2dea7c4f950e","5d0aa2d62ed3c17d38095704"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","yaseen maher","June 19, 2019",4,"v.nice","e366e1b7b9c4e18bf4b0298a586d1bd7","5d0aa2d62ed3c17d38095705"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","james fitzpatrick","June 19, 2019",1,"constantly trying to delete notifications but they keep reappearing, very frustrating","6c700574413966fdff0c27d5c048cd22","5d0aa2d62ed3c17d38095706"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Gabriel Munoz Jr","June 19, 2019",4,"pic","7a0a78e577410c247cbcad2313b7c219","5d0aa2d62ed3c17d38095707"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","є ν є я","June 19, 2019",1,"Dejen de borrar paginas con contenido ""pornográfico"" cuando no lo tienen! mejor pónganse a borrar páginas que si contienen violencia y/o pornografía. Además, dicen ser muy aceptables en cuanto al tema lgbt y yo subo una foto de una pareja lesb/gay y me la censuran.","93cef65bdedb29e28da4e2a71f27f044","5d0aa2d62ed3c17d38095708"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","aung gyi","June 19, 2019",5,"Goods! :-)","768c064e67b8d51e2720171557025ee4","5d0aa2d62ed3c17d38095709"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Abdullah Khan","June 19, 2019",4,"I know good","94791fec6a0119cd6d339b9d249a9a9b","5d0aa2d62ed3c17d3809570a"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Umar Kolo","June 19, 2019",3,"very slow in browsing","5a11dfb886bd98ab69f0ff29e863b8fe","5d0aa2d62ed3c17d3809570b"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Charl Marais","June 19, 2019",1,"I can't log in. They send me my code and then it still doesn't work and say login failed.","efc8d24e5607d08067b79dd2df5249df","5d0aa2d62ed3c17d3809570c"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Susan Turner","June 19, 2019",4,"easy to get I like that.","cb43f2ef4920b911245dced9a8564a40","5d0aa2d62ed3c17d3809570d"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Talha Rana","June 19, 2019",5,"it's good for discover new persons","cf4a2a240272ffee4d37e677d9089611","5d0aa2d62ed3c17d3809570e"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Lamia Zubi","June 19, 2019",4,"VERY GOOD","798507335078c05799bca74be21800ec","5d0aa2d62ed3c17d3809570f"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Kleo Cukaj","June 19, 2019",1,"its an ad in all games of world and it sucks","4fbc8d7a26920e04842e1111dcddfda6","5d0aa2d62ed3c17d38095710"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","A Google User","June 19, 2019",5,"very nice","3b98c817076a9345ae089839e6dcaac5","5d0aa2d62ed3c17d38095711"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","William Toney","June 19, 2019",5,"I love Facebook I connect to family and friends","13f42004c1a854531a6732cbdcddf9dc","5d0aa2d62ed3c17d38095712"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","james Tamburo","June 19, 2019",5,"great","d8f974ede6cf9830086bc448b8a992a1","5d0aa2d62ed3c17d38095713"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","shubham sharma","June 19, 2019",5,"Awesome 2 have...","e719a70fabde098b7378fb9edffec1f2","5d0aa2d62ed3c17d38095714"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Misaki","June 19, 2019",3,"the app just got worst and worst..... recently i can't change my profile picture, comment and like almost for 10 days so please fix it ! c'mon","ed28703e43933f8c2825a4fc66a26a87","5d0aa2d62ed3c17d38095715"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Mehroz Riaz","June 19, 2019",5,"Good 🙂","aefdc53583f2c97c45e2558644a89d59","5d0aa2d62ed3c17d38095716"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Kelly Agbonavbare","June 19, 2019",5,"nice","f08073a6f19ac29e8827f6163334b0fb","5d0aa2d62ed3c17d38095717"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Todd Baer","June 19, 2019",1,"Wish i knew how to get this off my phone... facebook? What's it for? To tell everyone my business?Facebook is for losers","e4e9c2be3be88fd4b3112da5c859977d","5d0aa2d62ed3c17d38095718"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Rais Baig","June 19, 2019",1,"bad","0b3896559786ca0e4ecc3cbdaec02d3b","5d0aa2d62ed3c17d38095719"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","galen johnson","June 19, 2019",4,"Great app works well for me. Updates were nice also thanks so mooch!.","bd1be68eb27d2b885faacc7668b7384f","5d0aa2d62ed3c17d3809571a"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Jesus Oviedo Garcia","June 19, 2019",5,"my Facebook is not completely update like the others, my Facebook still have blue on top like the old Facebook. I have android 9.0 & Samsung One UI","e0e86d422eb7a41d6c94fd5fe868694a","5d0aa2d62ed3c17d3809571b"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Khalid Mostafa","June 19, 2019",5,"perfect","9b649682a956c62d392a2f2c1d6410d8","5d0aa2d62ed3c17d3809571c"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Saad Ads","June 19, 2019",4,"البحث","92113e652e388a0bdc8ac0e3d6033cde","5d0aa2d62ed3c17d3809571d"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Amy Adamson","June 19, 2019",5,"i love it","0601c218f90a8bd881000d59636759c2","5d0aa2d62ed3c17d3809571e"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Randy Smith","June 19, 2019",5,"great","15fed093e86f37d51d3d33ed23dbec18","5d0aa2d62ed3c17d3809571f"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Albert Ului","June 19, 2019",5,"xj. o clock aann😗😍","0d6cdec21d415e5ee132c2a01268952a","5d0aa2d62ed3c17d38095720"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Damanira Lambert","June 19, 2019",5,"conferm this. From my observation as a rural or village teacher ,l have come to think that one point my economic masters did not mention during the topic checks on population growth is druge addiction. Let me explain why. A druge adict has no feelings for sex the basic way for population growth meaning a druge adict person line of population growth come to still. Also, that person is more likely to die early this means that population is reduced. I am compel to write this because the youth in my","503e0ea2165f67699a819225ff507aa0","5d0aa2d62ed3c17d38095721"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Ruben Soto","June 19, 2019",5,"very good very good","821df8da30fb1798e18bbb745b17ae4f","5d0aa2d62ed3c17d38095722"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Jayeah Johnson","June 19, 2019",5,"very excellent","863cb7be178cba4ea7a60ef37e6833ca","5d0aa2d62ed3c17d38095723"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Warren Mike","June 19, 2019",5,"mike warren","eb53ee405b6a4c0230bae5456d36bd23","5d0aa2d62ed3c17d38095724"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","oluka emmanuel","June 19, 2019",5,"so far good","f94d9761d32c591c57d1bdcc38d08f38","5d0aa2d62ed3c17d38095725"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","gururaj muktedar","June 19, 2019",5,"supper","e8d3b527a1a3e68d32644c5d317b0d93","5d0aa2d62ed3c17d38095726"
"Facebook","com.facebook.katana","SOCIAL","_by_worst_battery","Cleophus Green","June 19, 2019",4,"Good","2de34bd3e05523fb41e741ac8da7413c","5d0aa2d62ed3c17d38095727"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Lawrence Hall","June 19, 2019",4,"Very good.","f7c4f0eec85d63cd42297fb5a15a2a66","5d0aa2da2ed3c17d38095729"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Joseph Jabbusch","June 19, 2019",5,"I've been using this app for a long time. I enjoy it and I able to talk to multiple people all over the world. this is a great app to have and it is a whole lot easier messaging app to use.","60f773aba87816b9bc0dc355d56fc574","5d0aa2da2ed3c17d3809572a"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Pratama Gian","June 19, 2019",2,"Jesus, why Line? why you have to put forced news and ads on chat tabs? its super annoying everytime its pop up!","13518c21b3962732cfc0063915dd01b2","5d0aa2da2ed3c17d3809572b"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Jubair. M","June 19, 2019",1,"Not able to update Line. i hate it.","cb3a1166a5d1a0ccb647d7c952674e0a","5d0aa2da2ed3c17d3809572c"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","vania listiani","June 19, 2019",5,"Good","9938f86d9faf0f5b7dc59722a8387fb6","5d0aa2da2ed3c17d3809572d"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Mamun Ahmed","June 19, 2019",5,"osome application # From Bangladesh","64ec4012dc6efab352955aa61a7d9108","5d0aa2da2ed3c17d3809572e"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Riccardo Moretti","June 19, 2019",1,"plays first 2 seconds of the audio chat only","08a182ec2ecb7dee695a774d45fd4987","5d0aa2da2ed3c17d3809572f"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Nellai Hyder","June 19, 2019",3,"nice","6fbdba334dda16315c12e286d78c2f23","5d0aa2da2ed3c17d38095730"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Kevin Garsia","June 19, 2019",1,"My Line Keeps texts data were overwritted and some of the texts went gone even that Keeps was the only thing for me to save some important stuff when the apps updated just now. Pls fix it then I'll fix the rate of this app.","3e495fb7cfffdb75f45c6310c2a19359","5d0aa2da2ed3c17d38095731"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Anshari Wicaksono","June 19, 2019",4,"Time line nya semakin tidak teratur","0b16795bf3cebab698a59343ab203202","5d0aa2da2ed3c17d38095732"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Go Gozali","June 19, 2019",5,"good","3c05ab2b642eb589c685d507db2073af","5d0aa2da2ed3c17d38095733"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Ancitha Paul","June 19, 2019",5,"Nice app l like it","31e9d09483f9e72ee6da1a828512f116","5d0aa2da2ed3c17d38095734"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","DJ Not Famous","June 19, 2019",1,"Mengirim pesan suka lama dan notifikasi suka telat","1d7890b8c3078270a53e7b37400ad395","5d0aa2da2ed3c17d38095735"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","AnCLe45 LaKaY","June 19, 2019",3,"\m/","1fb5c3d31772ff49d17f1680e50b354f","5d0aa2da2ed3c17d38095736"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Mudita Gunawan","June 19, 2019",2,"Where did you throw your swipe functionality away? Can we have it back? I think it's not a user-friendly decision to do so. Thank you.","e904e4c5351bdcdeee1592ec04e5b35c","5d0aa2da2ed3c17d38095737"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Patongo Nom Khon","June 19, 2019",1,"Continuing a conversation beyond 1 minute is a challenge since my counterpart will not be hearing my voice anymore. This had made my conversation more concise and straight to the point, unlike my previous sweet talks and sophistication. Fix it! I love my sweet talks!","021f69df11ae3a61cd2e8c40e4ebe7bb","5d0aa2da2ed3c17d38095738"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","A Google User","June 19, 2019",5,"i cant change line notification ringtone after update so why? pls fix it, thanks","cc552531a25699077ab9ceccf7cabec0","5d0aa2da2ed3c17d38095739"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","ravi arda","June 19, 2019",3,"it sucks, i can't change my sound notification dude","f6f6193057a94026d5d457c1379817c4","5d0aa2da2ed3c17d3809573a"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","claire hung","June 19, 2019",1,"why the new version made me unable to take my messages back ?","bbbdc215a7c4efe1911ed422286c48e8","5d0aa2da2ed3c17d3809573b"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Vincent Lim","June 19, 2019",1,"Line today not working... Movie, life, tech, etc not working at all... already the newest update still like that 👎","f0f5cd36c2906a251b634bd61cbbbeab","5d0aa2da2ed3c17d3809573c"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Min Hui Wr","June 19, 2019",4,"nice","3a28cb30a3a79967e7cbc33c102c8d91","5d0aa2da2ed3c17d3809573d"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Agus Hermawan","June 19, 2019",5,"bagus","ee916f4527406d711825f2cb9a87a3e0","5d0aa2da2ed3c17d3809573e"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Md Biplob Hossen","June 19, 2019",3,"বিপ্লব","7e8b1ad666d73e096dba824ab8c523b0","5d0aa2da2ed3c17d3809573f"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","jatin sehrawat","June 19, 2019",5,"great app but now in new mobile I lost all my data and stickers please help me","a071045f8a4efb8d745b7971c39d2e6a","5d0aa2da2ed3c17d38095740"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Bima Wicaksono","June 19, 2019",1,"Its not working today","291a163decc4e5ac7aa25f00eb7c12ec","5d0aa2da2ed3c17d38095741"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Stephan Masih","June 19, 2019",2,"stiphen","adc711e2a7cced7a020a5e1a9b48d078","5d0aa2da2ed3c17d38095742"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Flunggy Frelkasy","June 19, 2019",1,"it's bad, it's. just. bad.","db3e7c465a077e7444d692c8c8e2f6f7","5d0aa2da2ed3c17d38095743"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Evi Wulan","June 19, 2019",5,"Nice","29f31ae2da8ae4d5ec0b7f721765553c","5d0aa2da2ed3c17d38095744"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","ravelynn jacintha","June 19, 2019",5,"nice","4327874e3943d462d1f1af3015b0fe59","5d0aa2da2ed3c17d38095745"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Tenshi Kotaku","June 19, 2019",5,"its nice","595e5f840ccd569ef6d94ac24bfe4c08","5d0aa2da2ed3c17d38095746"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Ririn Safitri","June 19, 2019",3,"kenapa line story tidak mincul di apl line saya ya? please bantu","205592141303f10dc445c37ba5a14661","5d0aa2da2ed3c17d38095747"
"LINE: Free Calls & Messages","jp.naver.line.android","COMMUNICATION","_by_worst_battery","Mohamed Aiman","June 19, 2019",5,"good","6093c967ac60acb4a78814a675268900","5d0aa2da2ed3c17d38095748"
